ota_hotel_id,master_id,name,name_en,city,address,latitude,longitude,url,rooms_number,first_seen_date,last_seen_date
vostochnaia,8682955,Гостиница Восточная,Gostinica Vostochnaya,Братск,"улица Железнодорожная, 1, Братск",56.2749,101.89161,https://ostrovok.ru/hotel/russia/irkutsk/mid8682955/vostochnaia,26,2026-03-17,2026-06-03
hotel_nataly_2,7776564,Отель Натали,Nataly Hotel,Листвянка,"улица Чапаева, д.91, Листвянка",51.862007,104.87847,https://ostrovok.ru/hotel/russia/irkutsk/mid7776564/hotel_nataly_2,12,2026-03-17,2026-06-02
u_lukomorya_4,10009441,У Лукоморья,U Lukomorya Living Quarters,Хужир,"посёлок Хужир,Песчаная улица, д.5, Хужир",53.18991,107.33197,https://ostrovok.ru/hotel/russia/irkutsk/mid10009441/u_lukomorya_4,,2026-03-17,2026-06-03
bajkal_severnoe_more_hotel,8526970,Отель Байкал - Северное Море,Bajkal - Severnoe More Hotel,Иркутск,"Улица Дальневосточная, д.156, Иркутск",52.25208,104.32113,https://ostrovok.ru/hotel/russia/irkutsk/mid8526970/bajkal_severnoe_more_hotel,119,2026-03-17,2026-06-03
aura_living_quarters,13743326,Меблированные комнаты Аура,Aura Living quarters,Хужир,"Иркутская улица, д.23, Хужир",53.178825,107.312294,https://ostrovok.ru/hotel/russia/irkutsk/mid13743326/aura_living_quarters,,2026-03-17,2026-06-03
olkhon_house_guest_family_house,11278129,Olkhon Family House,Olkhon House Family,Хужир,"улица Рабочая, д.2, Хужир",53.192245,107.33733,https://ostrovok.ru/hotel/russia/irkutsk/mid11278129/olkhon_house_guest_family_house,,2026-03-17,2026-06-03
hotel_anastasiya_2,13164685,Отель ГК Анастасия,Anastasiya GK Hotel,Никола,"улица Ангарская, 8/2, Никола",51.891804,104.825165,https://ostrovok.ru/hotel/russia/irkutsk/mid13164685/hotel_anastasiya_2,26,2026-03-17,2026-06-03
meridian_7,6297237,Отель Меридиан,Meridian hotel,Ангарск,"26 квартал, дом 10, Ангарск",52.55192,103.87882,https://ostrovok.ru/hotel/russia/irkutsk/mid6297237/meridian_7,33,2026-03-17,2026-06-03
hotel_olimpiada,10440808,Олимпиада,Olimpiada,Ангарск,"ул. Чайковского, д.48, Ангарск",52.530827,103.87794,https://ostrovok.ru/hotel/russia/irkutsk/mid10440808/hotel_olimpiada,29,2026-03-17,2026-06-03
dauria_hotel_2,7685971,Отель Даурия,Dauria Hotel,Листвянка,"улица Куликова, д.44, Листвянка",51.859695,104.86325,https://ostrovok.ru/hotel/russia/irkutsk/mid7685971/dauria_hotel_2,4,2026-03-17,2026-06-03
zvezda_kochevnika,6761987,Отель Звезда Кочевника,Zvezda Kochevnika Hotel,Хужир,"Пляжная улица, д.20, Хужир",53.198273,107.35982,https://ostrovok.ru/hotel/russia/irkutsk/mid6761987/zvezda_kochevnika,,2026-03-17,2026-06-03
hotel_angara,6715745,Отель Ангара-Приоритет,Angara-Prioritet Hotel,Ангарск,"Квартал Б, д.13, Ангарск",52.50619,103.83226,https://ostrovok.ru/hotel/russia/irkutsk/mid6715745/hotel_angara,31,2026-03-17,2026-06-03
smart_hotel_kdo_irkutsk_hotel,10153381,Отель Smart Hotel Иркутск,Smart Hotel Irkutsk Hotel,Иркутск,"улица Челнокова, д.1, Иркутск",52.284367,104.25831,https://ostrovok.ru/hotel/russia/irkutsk/mid10153381/smart_hotel_kdo_irkutsk_hotel,7,2026-03-17,2026-06-03
gostevoy_dom_forest_home,13345410,Forest Home,Forest Home,Хужир,"улица Мира, 14, Хужир",53.18926,107.33499,https://ostrovok.ru/hotel/russia/irkutsk/mid13345410/gostevoy_dom_forest_home,,2026-03-17,2026-03-25
flagman_hotel,7725500,Отель Флагман,Flagman Hotel,Никола,"поселок Никола, улица Нагорная, д.41, Никола",51.89642,104.82946,https://ostrovok.ru/hotel/russia/irkutsk/mid7725500/flagman_hotel,10,2026-03-17,2026-06-03
hotel_pushkin_2,6932873,Отель ПушкинЪ,Pushkin`Hotel,Ангарск,"улица Мира, д. 18, Ангарск",52.5455,103.89485,https://ostrovok.ru/hotel/russia/irkutsk/mid6932873/hotel_pushkin_2,23,2026-03-17,2026-06-03
momant_house_recreation_camp,13350897,Momant house,Momant house,Большое Голоустное,"улица Харануты, д. 19В, Большое Голоустное",52.044266,105.41265,https://ostrovok.ru/hotel/russia/irkutsk/mid13350897/momant_house_recreation_camp,,2026-03-17,2026-05-30
pekin_hotel,13730320,Отель Пекин,Pekin Hotel,Молодёжный,"п. Молодежный, улица Кузнецовой, д.11, Молодёжный",52.25048,104.40946,https://ostrovok.ru/hotel/russia/irkutsk/mid13730320/pekin_hotel,86,2026-03-17,2026-06-03
artrezidentsiya_port_olhon,10004854,Арт-отель Порт Ольхон,Port Olkhon Art Hotel,Хужир,"ул. Байкальская, 2, Хужир",53.193142,107.332,https://ostrovok.ru/hotel/russia/irkutsk/mid10004854/artrezidentsiya_port_olhon,65,2026-03-17,2026-06-03
tikhaya_gavan_4,9989818,"Отель ""Тихая Гавань""","Hotel ""tikhaya Gavan""",Слюдянка,"улица 40 лет Октября, 56, Слюдянка",51.65654,103.72979,https://ostrovok.ru/hotel/russia/irkutsk/mid9989818/tikhaya_gavan_4,12,2026-03-17,2026-06-03
the_hotel_on_volzhskaya,11311377,Гостиница на Волжской,The hotel on Volzhskaya,Иркутск,"ул. Волжская, д. 14А, Иркутск",52.26392,104.31354,https://ostrovok.ru/hotel/russia/irkutsk/mid11311377/the_hotel_on_volzhskaya,30,2026-03-17,2026-06-03
yupiter,9987415,Юпитер,Yupiter,Иркутск,"Россия, Иркутская область, Иркутск, ул. Шевцова, д. 35, Иркутск",52.309612,104.30718,https://ostrovok.ru/hotel/russia/irkutsk/mid9987415/yupiter,23,2026-03-17,2026-06-03
hotel_shvedka,13259783,Отель ШВЕДКА,Hotel Shvedka,Братск,"ул. Мира, д. 25, Братск, Братск",56.15268,101.619514,https://ostrovok.ru/hotel/russia/irkutsk/mid13259783/hotel_shvedka,29,2026-03-17,2026-06-03
hotel_dacha_baikaleco,10010618,Семейный отель Дача БайкалЭко,Dacha BaikalEco Family Hotel,Хужир,"улица Лесная, д. 32, Хужир",53.191616,107.34986,https://ostrovok.ru/hotel/russia/irkutsk/mid10010618/hotel_dacha_baikaleco,10,2026-03-17,2026-06-03
gostevoy_dom_melodiya_baykala,10462241,Гостевой дом Мелодия Байкала,Gostevoy Dom Melodiya Baykala,Листвянка,"Листвянское муниципальное образование, посёлок Никола, Листвянка",51.90274,104.832985,https://ostrovok.ru/hotel/russia/irkutsk/mid10462241/gostevoy_dom_melodiya_baykala,,2026-03-17,2026-05-30
oktyabrskaya_minihotel,8751925,Октябрьская,Oktyabr'skaya,Нижнеудинск,"улица Октябрьская, д.1 Б, Нижнеудинск",54.907585,99.04532,https://ostrovok.ru/hotel/russia/irkutsk/mid8751925/oktyabrskaya_minihotel,,2026-03-17,2026-06-03
hotel_shishki,13113638,Меблированные комнаты Шишки,Shishki,Утулик,"п. Утулик, ул. Ленская, д.17, Утулик",51.54238,104.07462,https://ostrovok.ru/hotel/russia/irkutsk/mid13113638/hotel_shishki,,2026-03-17,2026-06-03
history_boutiquehotel,9741097,Отель HISTORY Бутик-отель и СПА,HISTORY Boutique Hotel & SPA Hotel,Иркутск,"улица 3 Июля, д.26, Иркутск",52.27124,104.29095,https://ostrovok.ru/hotel/russia/irkutsk/mid9741097/history_boutiquehotel,40,2026-03-17,2026-06-03
katantsa_hotel,13328659,Отель Катанца,Katantsa Hotel,Шелехов,"Центральный проспект, д.7, Шелехов",52.205254,104.07976,https://ostrovok.ru/hotel/russia/irkutsk/mid13328659/katantsa_hotel,19,2026-03-17,2026-06-03
modul,8585836,Гостиница Комфорт,Komfort Hotel,Иркутск,"улица Трилиссера, д.57 помещ.1, Иркутск",52.273643,104.30933,https://ostrovok.ru/hotel/russia/irkutsk/mid8585836/modul,12,2026-03-17,2026-06-03
gostevoy_dom_chilla_villa_baikal,10373429,Гостевой дом Chilla_villa_baikal,Gostevoy Dom Chilla_villa_baikal,Байкальск,"1-я Байкальская улица, 26, Байкальск",51.522186,104.12453,https://ostrovok.ru/hotel/russia/irkutsk/mid10373429/gostevoy_dom_chilla_villa_baikal,,2026-03-17,2026-05-30
magnetit,8825582,Отель Магнетит,Gostinitsa Magnetit,Железногорск-Илимский,"Квартал, 2, д. 72, Железногорск-Илимский",56.57731,104.12121,https://ostrovok.ru/hotel/russia/irkutsk/mid8825582/magnetit,55,2026-03-17,2026-06-03
praskovya_guest_house,9999816,Отель Прасковья,Praskovya Hotel,Саянск,"микрорайон Юбилейный, д.13, Саянск",54.109844,102.16342,https://ostrovok.ru/hotel/russia/irkutsk/mid9999816/praskovya_guest_house,12,2026-03-17,2026-06-03
bajkalskie_sezonyi,9992857,Отель Парк Байкальские сезоны,Park Baykalskie Sezony Hotel,Листвянка,"Иркутская Область, м.р-н Иркутский, г.п. Листвянское, п Ангарские Хутора, ул Прибрежная, зд. 5а, Листвянка",51.9078,104.81043,https://ostrovok.ru/hotel/russia/irkutsk/mid9992857/bajkalskie_sezonyi,22,2026-03-17,2026-06-03
gostevoi_dom_margobai,8735570,Отель Маргобай,Hotel Margobaj,Байкальск,"мкр. Строитель, пер. Берёзовый, д. 9, Байкальск",51.524414,104.13655,https://ostrovok.ru/hotel/russia/irkutsk/mid8735570/gostevoi_dom_margobai,14,2026-03-17,2026-06-03
pribaikalskaya_hotel,10457093,Гостиница Прибайкальская,Pribajkalskaya Hotel,Листвянка,"62 км. Байкальского Тракта, Листвянка",52.039165,105.01182,https://ostrovok.ru/hotel/russia/irkutsk/mid10457093/pribaikalskaya_hotel,87,2026-03-17,2026-06-02
gloria_20,8854283,Отель Глория,Gloriya Hotel,Усть-Кут,"ул Л.Толстого, д. 36, Усть-Кут",56.801003,105.7855,https://ostrovok.ru/hotel/russia/irkutsk/mid8854283/gloria_20,14,2026-03-17,2026-06-03
saturn_8,9291161,Сатурн,Saturn,Иркутск,"Россия, 664002, Иркутская область, Иркутск, ул. Красный путь, д. 77, Иркутск",52.343086,104.21406,https://ostrovok.ru/hotel/russia/irkutsk/mid9291161/saturn_8,23,2026-03-17,2026-06-03
trakstop_38_2,10669986,Тракстоп 38,Trakstop 38,Култук,"Комсомольская 23/3, Култук, Култук",51.713367,103.688156,https://ostrovok.ru/hotel/russia/irkutsk/mid10669986/trakstop_38_2,11,2026-03-17,2026-06-03
mir_baykala_hotel,10219071,Отель Мир Байкала,Mir Baykala Hotel,Куркут,"село Сахюрта, бухта Базарная, Куркут",53.024845,106.85937,https://ostrovok.ru/hotel/russia/irkutsk/mid10219071/mir_baykala_hotel,29,2026-03-17,2026-06-03
planeta_9,8850641,Планета,Planeta,Иркутск,"ул. Розы Люксембург, 144, Иркутск",52.345352,104.188034,https://ostrovok.ru/hotel/russia/irkutsk/mid8850641/planeta_9,33,2026-03-17,2026-06-03
baikal_capsule_hostel,8881125,Baikal Capsule (Байкал Капсула),Baikal Capsule,Иркутск,"ул. Трилиссера, 141В, Иркутск",52.276073,104.33393,https://ostrovok.ru/hotel/russia/irkutsk/mid8881125/baikal_capsule_hostel,,2026-03-17,2026-06-03
vitim,9291159,Витим,Vitim,Иркутск,"Россия, Иркутская область, Иркутск, ул. Терешковой, д. 2а, Иркутск",52.282036,104.25886,https://ostrovok.ru/hotel/russia/irkutsk/mid9291159/vitim,,2026-03-17,2026-06-02
metelitsa_6,9211770,Отель Метелица,Metelitsa Hotel,Усть-ордынский,"Иркутская обл, Усть-Ордынский, 68-км автотрассы Иркутск-Качуг, Усть-ордынский",52.818523,104.80036,https://ostrovok.ru/hotel/russia/irkutsk/mid9211770/metelitsa_6,5,2026-03-17,2026-06-03
home_hotel_apartments_home_wanted_on_piskunov_street,11232250,Апартаменты Home Hotel (Хоум Отель) на улице Пискунова,Home Hotel Apartments on Piskunov Street,Иркутск,"ул. Пискунова, 142/5, Иркутск",52.27141,104.336876,https://ostrovok.ru/hotel/russia/irkutsk/mid11232250/home_hotel_apartments_home_wanted_on_piskunov_street,,2026-03-17,2026-06-03
gostevoy_dom_isiger_baikal,11254237,Гостевой дом ISIGER BAIKAL,Gostevoy Dom Isiger Baikal,Бугульдейка,"Байкальская ул. 18, Бугульдейка",52.535374,106.0579,https://ostrovok.ru/hotel/russia/irkutsk/mid11254237/gostevoy_dom_isiger_baikal,,2026-03-17,2026-06-03
gostevoy_dom_mandarkhan_obaykal,11306441,"Мандархан, о.Байкал","Mandarkhan, O.baykal",Куркут,"Иркутская область, Ольхонский район, Шара-Тоготское муниципальное  образование, д. Куркут, территория местность Мандархан, Куркут",53.03756,106.82874,https://ostrovok.ru/hotel/russia/irkutsk/mid11306441/gostevoy_dom_mandarkhan_obaykal,,2026-03-17,2026-05-30
glemping_hygge_barn,11337901,Hygge Barn,Hygge Barn,Бурдугуз,"Нижняя набережная 5, Бурдугуз",52.04798,104.602806,https://ostrovok.ru/hotel/russia/irkutsk/mid11337901/glemping_hygge_barn,,2026-03-17,2026-06-03
na_gornoy_ulitse_5_private_house,13123803,Меблированные комнаты на Горной Улице 7Б,Na Gornoy Ulitse 7B,Солзан,"улица Горная, д. 7Б, Солзан",51.496643,104.21872,https://ostrovok.ru/hotel/russia/irkutsk/mid13123803/na_gornoy_ulitse_5_private_house,,2026-03-17,2026-05-31
izumrud_hotel_7,13287135,Отель Изумруд,Izumrud Hotel,Железногорск-Илимский,"7-й квартал, д.20, Железногорск-Илимский",56.58639,104.12119,https://ostrovok.ru/hotel/russia/irkutsk/mid13287135/izumrud_hotel_7,9,2026-03-17,2026-06-03
dlya_kompanii_guest_house,13288614,Для компании,Dlya Kompanii,Большое Голоустное,"улица Кирова, д.2Б, Большое Голоустное",52.04681,105.40883,https://ostrovok.ru/hotel/russia/irkutsk/mid13288614/dlya_kompanii_guest_house,,2026-03-17,2026-05-30
komilfo_2,9768630,Отель Комильфо,Komilfo Hotel,Железногорск-Илимский,"улица Иващенко, д.20, Железногорск-Илимский",56.581577,104.13028,https://ostrovok.ru/hotel/russia/irkutsk/mid9768630/komilfo_2,12,2026-03-17,2026-06-03
loft_house_38_guest_house,13330745,Loft House 38,Loft House 38,Большая Речка,"51.947037, 104.753515, Большая Речка",51.947037,104.75352,https://ostrovok.ru/hotel/russia/irkutsk/mid13330745/loft_house_38_guest_house,,2026-03-17,2026-06-03
tajga_hotel,9767827,Отель Тайга,Tajga Hotel,Иркутск,"улица Сурикова, д.4в, Иркутск",52.288013,104.26984,https://ostrovok.ru/hotel/russia/irkutsk/mid9767827/tajga_hotel,44,2026-03-19,2026-06-03
klubnyij_kvartal_apartments,9081992,Клубный Квартал,Klubnyij Kvartal,Братск,"бульвар Победы, д.30, Братск",56.150185,101.64935,https://ostrovok.ru/hotel/russia/irkutsk/mid9081992/klubnyij_kvartal_apartments,67,2026-03-19,2026-06-03
north_star_hotel_9,10670964,Отель North Star,North Star Hotel,Иркутск,"улица Седова, 4, Иркутск",52.275555,104.28755,https://ostrovok.ru/hotel/russia/irkutsk/mid10670964/north_star_hotel_9,12,2026-03-19,2026-03-26
baikal_business_center_hotel,7827545,Отель Байкал Бизнес Центр,Baikal Business Center Hotel,Иркутск,"улица Байкальская, д.279, Иркутск",52.257786,104.35341,https://ostrovok.ru/hotel/russia/irkutsk/mid7827545/baikal_business_center_hotel,59,2026-03-19,2026-05-29
minihotel_albatros,6481029,Гостиница Альбатрос,Albatros Hotel,Иркутск,"улица Ширямова, стр.15б/1, Иркутск",52.261833,104.35391,https://ostrovok.ru/hotel/russia/irkutsk/mid6481029/minihotel_albatros,12,2026-03-19,2026-06-03
alpari,7776573,Гостиница Альпари,Alpari,Иркутск,"микрорайон Приморский, д.24 А, Иркутск",52.23193,104.30829,https://ostrovok.ru/hotel/russia/irkutsk/mid7776573/alpari,10,2026-03-19,2026-06-03
marx_hotel,8662194,Отель Маркс,Marx Hotel,Иркутск,"улица Карла Маркса, д.15 А, Иркутск",52.282627,104.28479,https://ostrovok.ru/hotel/russia/irkutsk/mid8662194/marx_hotel,26,2026-03-19,2026-06-03
taiga_2,6923154,Отель Taiga,Taiga Hotel,Братск,"улица Мира, дом 35, Братск",56.15637,101.621925,https://ostrovok.ru/hotel/russia/irkutsk/mid6923154/taiga_2,101,2026-03-19,2026-06-03
shelest,8664834,Shelest,Shelest,Черемхово,"улица Марата, д. 109, Черемхово",53.136738,103.07335,https://ostrovok.ru/hotel/russia/irkutsk/mid8664834/shelest,,2026-03-19,2026-06-02
hotel_flagman_olkhona,10019347,Отель Флагман Ольхона,Flagman Olkhona Hotel,Хужир,"улица Молодёжная, д.1, Хужир",53.19252,107.35624,https://ostrovok.ru/hotel/russia/irkutsk/mid10019347/hotel_flagman_olkhona,15,2026-03-19,2026-06-03
riderside,8754956,Гостиница Riverside,Riverside Hotel,Иркутск,"улица Байкальская, д.234 В/7, Иркутск",52.25251,104.32453,https://ostrovok.ru/hotel/russia/irkutsk/mid8754956/riderside,8,2026-03-19,2026-06-02
sportkompleks_ozerny_tulun_hotel,13285605,Спорткомплекс Озерный Тулун,Ozerny Tulun Sports Complex,Тулун,"улица Карбышева, д.185, Тулун",54.532337,100.64291,https://ostrovok.ru/hotel/russia/irkutsk/mid13285605/sportkompleks_ozerny_tulun_hotel,,2026-03-19,2026-06-03
guest_house_vremena_goda,6511529,Времена Года,Vremena Goda,Братск,"Улица Подбельского 12, Братск",56.15242,101.614845,https://ostrovok.ru/hotel/russia/irkutsk/mid6511529/guest_house_vremena_goda,24,2026-03-19,2026-06-03
luna_hotel_9,9752435,Отель Луна,Luna Hotel,Братск,"Комсомольская улица, д. 65А, Братск",56.163895,101.61804,https://ostrovok.ru/hotel/russia/irkutsk/mid9752435/luna_hotel_9,22,2026-03-19,2026-06-03
flagman_hotel_4,9081483,Отель Флагман,Flagman Hotel,Усть-Кут,"Россия, Иркутская область, Усть-Кут, ул. Калинина, д. 8, Усть-Кут",56.779224,105.74704,https://ostrovok.ru/hotel/russia/irkutsk/mid9081483/flagman_hotel_4,13,2026-03-19,2026-06-03
v_russkom_stile_guest_house,13288615,Меблированные комнаты в Русском Стиле,V Russkom Stile Living quarters,Большое Голоустное,"улица Кирова, д.2Б, Большое Голоустное",52.04681,105.40883,https://ostrovok.ru/hotel/russia/irkutsk/mid13288615/v_russkom_stile_guest_house,,2026-03-19,2026-05-30
barnkhaus_guest_house_4,13320876,Барнхаус,Barnkhaus,Солзан,"улица Восточная, д.4Б, Солзан",51.498707,104.21468,https://ostrovok.ru/hotel/russia/irkutsk/mid13320876/barnkhaus_guest_house_4,,2026-03-19,2026-06-03
hotel_harats_inn,13752679,Отель Harat's inn,Hotel Harat's inn,Иркутск,"ул Дальневосточная, д. 158/6, Иркутск",52.253967,104.32385,https://ostrovok.ru/hotel/russia/irkutsk/mid13752679/hotel_harats_inn,12,2026-03-19,2026-06-03
larus,9828888,Отель Ларус,Larus Hotel,Листвянка,"улица Октябрьская, дом 8, Листвянка",51.87526,104.83128,https://ostrovok.ru/hotel/russia/irkutsk/mid9828888/larus,14,2026-03-19,2026-06-03
vozdushnaya_gavan,8059310,Отель Воздушная Гавань,Vozdushnaya Gavan Hotel,Иркутск,"улица Ширямова, д.6, Иркутск",52.274734,104.35391,https://ostrovok.ru/hotel/russia/irkutsk/mid8059310/vozdushnaya_gavan,140,2026-03-21,2026-06-03
nebo_baykala_guest_house,10006764,Небо Байкала,Nebo Baykala,Листвянка,"улица Горького, д.133/2, Листвянка",51.842533,104.88071,https://ostrovok.ru/hotel/russia/irkutsk/mid10006764/nebo_baykala_guest_house,,2026-03-21,2026-04-12
solnechny_guest_house_7,13112614,Cолнечный,Solnechny,Иркутск,"село Пивовариха, поселок Солнечный, улица Лунная, д.19, Иркутск",52.25676,104.365944,https://ostrovok.ru/hotel/russia/irkutsk/mid13112614/solnechny_guest_house_7,,2026-03-21,2026-06-03
domik_na_kholme_guest_house,13329776,Меблированные комнаты Домик на холме,Domik Na Kholme,Листвянка,"улица Суворова, д.19, Листвянка",51.86662,104.84517,https://ostrovok.ru/hotel/russia/irkutsk/mid13329776/domik_na_kholme_guest_house,,2026-03-21,2026-06-03
hotelclub_ice,9679208,Отель Сибирская резиденция Лёд Байкала,Siberian Residence Ice of Baikal Hotel,Мангутай,"Слюдянский район, пос.Мангутай, ул. Байкальская, 1В, Мангутай",51.60353,103.91852,https://ostrovok.ru/hotel/russia/irkutsk/mid9679208/hotelclub_ice,,2026-03-21,2026-06-03
hotel_gostinitsa_avtovokzal,13754102,Отель Автовокзал,Hotel Avtovokzal,Иркутск,"улица Октябрьской Революции, 11, Иркутск",52.28977,104.304794,https://ostrovok.ru/hotel/russia/irkutsk/mid13754102/hotel_gostinitsa_avtovokzal,22,2026-03-21,2026-06-03
u_istoka_hotel,7675302,Гостиница У Истока,U Istoka hotel,Иркутск,"Ржанова ул., д. 43, Иркутск",52.252934,104.36322,https://ostrovok.ru/hotel/russia/irkutsk/mid7675302/u_istoka_hotel,24,2026-03-23,2026-06-03
divobaykala_flat_1,13373670,Диво Байкала 1,DivoBaykala 1,Иркутск,"улица 4-я Железнодорожная, д.57, Иркутск",52.279198,104.2479,https://ostrovok.ru/hotel/russia/irkutsk/mid13373670/divobaykala_flat_1,,2026-03-24,2026-05-30
wind_lake_guest_house,13437748,Wind Lake,Wind Lake,Большое Голоустное,"2-я Рейдовая улица, д.12, Большое Голоустное",52.027744,105.404976,https://ostrovok.ru/hotel/russia/irkutsk/mid13437748/wind_lake_guest_house,,2026-03-24,2026-06-03
azatai_park_hotel,13757053,"Парк-отель ""Азатай""",Azatai Park Hotel,Большое Голоустное,"Подкамень местечко, 1, Большое Голоустное",52.061794,105.47054,https://ostrovok.ru/hotel/russia/irkutsk/mid13757053/azatai_park_hotel,,2026-03-25,2026-06-03
siberia_9,13369836,Сибирь,Sibir,Кузнецовка,"Россия, Иркутская область, Жигалово, ул. Калинка, д. 1, Кузнецовка",54.7979,105.22698,https://ostrovok.ru/hotel/russia/irkutsk/mid13369836/siberia_9,,2026-03-28,2026-05-28
khoromy_recreation_camp,13284761,Хоромы,Khoromy Living Quarters,Хужир,"Северная улица, д. 5/1, Хужир",53.196445,107.35554,https://ostrovok.ru/hotel/russia/irkutsk/mid13284761/khoromy_recreation_camp,,2026-03-30,2026-06-03
apartments_viking_khaus,13097492,Викинг Хаус,Viking Hause Living Quarters,Хужир,"Северная улица, 5а/1, Хужир",53.196445,107.35554,https://ostrovok.ru/hotel/russia/irkutsk/mid13097492/apartments_viking_khaus,,2026-03-30,2026-06-03
hotel_star_of_baiakal,9999279,Гостиница Star of Baikal,Star of Baikal Hotel,Хужир,"пер. Горный 2, Хужир",53.195583,107.335785,https://ostrovok.ru/hotel/russia/irkutsk/mid9999279/hotel_star_of_baiakal,12,2026-03-31,2026-05-08
baza_otdykha_village_hvoy,11339142,Вилладж Хвоя,Village Hvoya Living Quartets,Новоснежная,"улица Ленина, дом 75, Новоснежная",51.4684,104.623375,https://ostrovok.ru/hotel/russia/irkutsk/mid11339142/baza_otdykha_village_hvoy,,2026-04-02,2026-06-03
baykkalina_guest_house,10011069,БайкКалина,BaykKalina Living Quarters,Утулик,"улица Озёрная, д.8, Утулик",51.551033,104.059654,https://ostrovok.ru/hotel/russia/irkutsk/mid10011069/baykkalina_guest_house,,2026-04-02,2026-06-03
maksi_hotel,13793223,Отель Макси,Maksi Hotel,Усть-ордынский,"улица Аптечная, д. 1Б, Усть-ордынский",52.793945,104.727554,https://ostrovok.ru/hotel/russia/irkutsk/mid13793223/maksi_hotel,2,2026-04-02,2026-06-03
spektr_2,8854293,Спектр,Spektr,Иркутск,"Россия, Иркутская область, Иркутск, ул. Рабочего Штаба, д. 97/1, Иркутск",52.32121,104.30218,https://ostrovok.ru/hotel/russia/irkutsk/mid8854293/spektr_2,14,2026-04-03,2026-06-03
magas,6839053,Отель на Перроне,Na Perrone Hotel,Иркутск,"ул Терешковой, стр. 6, помещ. 1, Иркутск",52.281338,104.25831,https://ostrovok.ru/hotel/russia/irkutsk/mid6839053/magas,25,2026-04-05,2026-06-03
chastny_dom_na_peskakh_guest_house,13430917,Частный Дом На Песках,Chastny Dom Na Peskakh,Хужир,"улица 60 лет Победы, д.3, Хужир",53.190277,107.33292,https://ostrovok.ru/hotel/russia/irkutsk/mid13430917/chastny_dom_na_peskakh_guest_house,,2026-04-06,2026-06-03
rezidentsii_rodina_irkutsk,13678434,Резиденции Rodina Irkutsk,Rodina Irkutsk Residencies,Иркутск,"улица Цесовская Набережная, 8, Иркутск",52.28924,104.26912,https://ostrovok.ru/hotel/russia/irkutsk/mid13678434/rezidentsii_rodina_irkutsk,,2026-04-10,2026-06-03
svetly_aparthotel,10360693,Отель Светлый,Svetly Hotel,Иркутск,"Иркутская Область, с Пивовариха, мкр. Светлый, ул Первая, зд. 2а, Иркутск",52.260536,104.361946,https://ostrovok.ru/hotel/russia/irkutsk/mid10360693/svetly_aparthotel,6,2026-04-12,2026-06-03
the_sky_of_lake_baikal,13459275,Небо Байкала,Nebo Baykala,Листвянка,"улица Горького, д.133/2, Листвянка",51.842533,104.88071,https://ostrovok.ru/hotel/russia/irkutsk/mid13459275/the_sky_of_lake_baikal,,2026-04-13,2026-06-03
geser_recreation_center,9986958,База отдыха ГЭСЭР,GESER Recreation center,Куркут,"Ольховский район, Сахюрта, Куркут",53.025204,106.86003,https://ostrovok.ru/hotel/russia/irkutsk/mid9986958/geser_recreation_center,15,2026-04-23,2026-06-03
legendy_baykala,13868556,Гостиница Легенды Байкала,Legendy Baykala,Слюдянка,"ул Фрунзе, зд. 8, помещ. 2, Слюдянка",51.6726,103.68329,https://ostrovok.ru/hotel/russia/irkutsk/mid13868556/legendy_baykala,18,2026-04-27,2026-06-03
camping_yelochka_kempinghotel,13868693,Отель Елочка,Yelochka Hotel,Ушаковское,"Иркутский р-он, 21 км Байкальского тракта, Ушаковское",52.176395,104.49215,https://ostrovok.ru/hotel/russia/irkutsk/mid13868693/camping_yelochka_kempinghotel,118,2026-04-27,2026-06-03
baza_otdykha_gostiny_dvor_vdokhnovenie,10438999,Отель Гостиный Двор Вдохновение,Gostiny Dvor Vdokhnovenie Hotel,Хужир,"ул. Северная, д. 5/2, Хужир",53.196358,107.35481,https://ostrovok.ru/hotel/russia/irkutsk/mid10438999/baza_otdykha_gostiny_dvor_vdokhnovenie,34,2026-04-28,2026-06-03
olkhon_inn,10005431,Olkhon Inn,Olkhon Inn,Хужир,"Ул Первомайская 1, Хужир",53.193768,107.337875,https://ostrovok.ru/hotel/russia/irkutsk/mid10005431/olkhon_inn,,2026-04-30,2026-06-03
recreation_centre_baikal_rainbow,6341048,База отдыха Байкальская Радуга,Bajkalskaya Raduga Hotel,Куркут,"Mestnost Kamyshi-2, Куркут",53.030186,106.851425,https://ostrovok.ru/hotel/russia/irkutsk/mid6341048/recreation_centre_baikal_rainbow,31,2026-04-30,2026-06-03
tsentr_otdykha_dashi,8138887,Центр отдыха Да-ши,Tsentr Otdyiha Da-Shi,Сарма,"залив Хужир-Нуга, Сарма",53.080173,106.80518,https://ostrovok.ru/hotel/russia/irkutsk/mid8138887/tsentr_otdykha_dashi,20,2026-04-30,2026-06-03
baza_otdykha_olkhon,11256148,База отдыха Ольхон,Baza Otdykha Olkhon,Хужир,"Иркутская область, Ольхонский район, п. Хужир, ул. Байкальская 64/2, Хужир",53.19386,107.354095,https://ostrovok.ru/hotel/russia/irkutsk/mid11256148/baza_otdykha_olkhon,50,2026-04-30,2026-06-03
